Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation Of Osteoclast Differentiation (GO:0045671)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	TLR4
Negative Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000378)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	BRCA1
Peptide Catabolic Process (GO:0043171)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	MME
Porphyrin-Containing Compound Biosynthetic Process (GO:0006779)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	ABCB6
Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	GSAP
Retrotransposon Silencing (GO:0010526)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	SMYD5
Sodium Ion Import Across Plasma Membrane (GO:0098719)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	SLC12A2
Positive Regulation Of Interferon-Alpha Production (GO:0032727)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	TLR4
Macrophage Differentiation (GO:0030225)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	IL33
Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	UTP20
Purine Nucleotide Biosynthetic Process (GO:0006164)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	GART
Regulation Of Cardiac Conduction (GO:1903779)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	ATP2B1
Regulation Of Cell-Substrate Junction Assembly (GO:0090109)	1/21	0.1877763058274425	0.3807083295996261	0	0	5.046683673469388	8.440598061450936	VCL
Apoptotic Process (GO:0006915)	4/228	0.18809476818497847	0.3807083295996261	0	0	1.8115284974093264	3.0267187640715276	EMP1;CXCR4;CASP2;MCM2
Cilium Organization (GO:0044782)	4/228	0.18809476818497847	0.3807083295996261	0	0	1.8115284974093264	3.0267187640715276	WDR90;FLNA;POC1B;CEP290
Regulation Of Interleukin-8 Production (GO:0032677)	2/81	0.18991476047032615	0.3838157378020985	0	0	2.5607270366764037	4.253828376408722	ANXA1;TLR4
Regulation Of Cellular Component Organization (GO:0051128)	3/153	0.1918167744477381	0.38528222512734417	0	0	2.026082474226804	3.345497088552644	ING5;SLC2A10;MCM2
Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)	2/82	0.19347963888930814	0.38528222512734417	0	0	2.5285897435897438	4.153418520289144	IL33;TLR4
Epithelium Development (GO:0060429)	3/154	0.19431425353153037	0.38528222512734417	0	0	2.012562299446986	3.2971376797714127	TIMELESS;SIX1;VCL
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	EYA4
Negative Regulation Of Myeloid Cell Differentiation (GO:0045638)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	HOXA5
Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	EYA4
Regulation Of Mononuclear Cell Migration (GO:0071675)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	STK10
Oligosaccharide Biosynthetic Process (GO:0009312)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	B4GALT1
Regulation Of Protein Export From Nucleus (GO:0046825)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	BARD1
Peptidyl-Glutamic Acid Modification (GO:0018200)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	TTLL4
Cellular Response To Interferon-Beta (GO:0035458)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	IFITM2
Cellular Response To Topologically Incorrect Protein (GO:0035967)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	RHBDD1
Glucose Transmembrane Transport (GO:1904659)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	SLC2A10
Positive Regulation Of Phosphatase Activity (GO:0010922)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	ITGA1
Hexose Transmembrane Transport (GO:0008645)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	SLC2A10
Postreplication Repair (GO:0006301)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	PRIMPOL
Negative Regulation Of Cell Development (GO:0010721)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	RFLNB
Regulation Of Cardiac Muscle Cell Membrane Repolarization (GO:0099623)	1/22	0.19578510698236704	0.38528222512734417	0	0	4.8061224489795915	7.83752465589223	FLNA
Positive Regulation Of Gene Expression (GO:0010628)	7/480	0.19619613021397223	0.38552825587235356	0	0	1.5056192277734506	2.4521123852699507	IL33;SLC2A10;BRCA1;PASK;POU3F1;TLR4;HOXA5
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)	2/83	0.19705319664470772	0.38556633648625827	0	0	2.4972459639126305	4.056230552405113	ITPR1;FLNA
Negative Regulation Of Apoptotic Process (GO:0043066)	7/482	0.198927685112813	0.38556633648625827	0	0	1.4991246537396121	2.4208073462209714	BARD1;ANXA1;PAX7;RHBDD1;FLNA;SIX1;CASP2
Positive Regulation Of Protein Ubiquitination (GO:0031398)	2/84	0.20063492037585198	0.38556633648625827	0	0	2.466666666666667	3.9621285694446944	FANCI;BRCA1
Regulation Of Centrosome Cycle (GO:0046605)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	MCM2
Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	ITGA1
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	BRCA1
U2-type Prespliceosome Assembly (GO:1903241)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	SF3A2
Negative Regulation Of Protein Depolymerization (GO:1901880)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	LIMA1
Actin Nucleation (GO:0045010)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	WIPF3
Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	TLR4
Artery Development (GO:0060840)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	SLC2A10
Bile Acid And Bile Salt Transport (GO:0015721)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	SLC10A3
Cell-Cell Signaling By Wnt (GO:0198738)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	FZD4
Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	STING1
Endocrine System Development (GO:0035270)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	SIX1
Translesion Synthesis (GO:0019985)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	PRIMPOL
Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	SIX1
Potassium Ion Homeostasis (GO:0055075)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	SLC12A2
Protein N-linked Glycosylation Via Asparagine (GO:0018279)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	ALG8
Protein Targeting To ER (GO:0045047)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	SRP9
Microtubule Nucleation (GO:0007020)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	NEDD1
Regulation Of Cardiac Muscle Hypertrophy (GO:0010611)	1/23	0.2037153355814816	0.38556633648625827	0	0	4.587430426716141	7.298747108656853	LMCD1
Inflammatory Response (GO:0006954)	4/236	0.20414346833289568	0.38556633648625827	0	0	1.7483473289262104	2.7780054659353492	ANXA1;TRAF3IP2;CXCR4;TLR4
Regulation Of Osteoblast Differentiation (GO:0045667)	2/85	0.20422430582432374	0.38556633648625827	0	0	2.4368242199567502	3.8709838539914356	TMEM64;DDR2
Calcium-Mediated Signaling (GO:0019722)	2/85	0.20422430582432374	0.38556633648625827	0	0	2.4368242199567502	3.8709838539914356	CXCR4;CAMKK2
Positive Regulation Of Amide Metabolic Process (GO:0034250)	2/85	0.20422430582432374	0.38556633648625827	0	0	2.4368242199567502	3.8709838539914356	GSAP;PASK
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263)	2/85	0.20422430582432374	0.38556633648625827	0	0	2.4368242199567502	3.8709838539914356	NRARP;LGR4
Integrin-Mediated Signaling Pathway (GO:0007229)	2/85	0.20422430582432374	0.38556633648625827	0	0	2.4368242199567502	3.8709838539914356	ITGA1;ITGA8
Positive Regulation Of Cytokine Production (GO:0001819)	5/320	0.2089201542060216	0.3938802347828212	0	0	1.6111111111111112	2.522682832322993	IL33;ANXA1;STING1;BRCA1;TLR4
ERK1 And ERK2 Cascade (GO:0070371)	1/24	0.2115677585664908	0.3939134510326376	0	0	4.387755102040816	6.8151049279830325	DUSP6
Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903050)	1/24	0.2115677585664908	0.3939134510326376	0	0	4.387755102040816	6.8151049279830325	CTSC
Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846)	1/24	0.2115677585664908	0.3939134510326376	0	0	4.387755102040816	6.8151049279830325	SLC2A10
Ear Morphogenesis (GO:0042471)	1/24	0.2115677585664908	0.3939134510326376	0	0	4.387755102040816	6.8151049279830325	SIX1
Gliogenesis (GO:0042063)	1/24	0.2115677585664908	0.3939134510326376	0	0	4.387755102040816	6.8151049279830325	ANXA1
Iron Ion Transport (GO:0006826)	1/24	0.2115677585664908	0.3939134510326376	0	0	4.387755102040816	6.8151049279830325	HEPH
Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511)	1/24	0.2115677585664908	0.3939134510326376	0	0	4.387755102040816	6.8151049279830325	SLC2A10
Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575)	1/24	0.2115677585664908	0.3939134510326376	0	0	4.387755102040816	6.8151049279830325	BRCA1
Protein K48-linked Deubiquitination (GO:0071108)	1/24	0.2115677585664908	0.3939134510326376	0	0	4.387755102040816	6.8151049279830325	USP37
Cellular Response To Oxygen-Containing Compound (GO:1901701)	6/406	0.21231367944053567	0.39475702053219597	0	0	1.5237958115183245	2.3614118593231166	SLC12A2;FZD4;ERCC6L2;CDK2;TLR4;CAMKK2
Cilium Assembly (GO:0060271)	4/243	0.21850553007993415	0.3958159926796486	0	0	1.6965334836429857	2.5803323472102044	WDR90;FLNA;POC1B;CEP290
Organic Anion Transport (GO:0015711)	2/89	0.21864869412352492	0.3958159926796486	0	0	2.324314765694076	3.5336301094425555	SLC2A10;MFSD10
Sensory Perception Of Mechanical Stimulus (GO:0050954)	2/89	0.21864869412352492	0.3958159926796486	0	0	2.324314765694076	3.5336301094425555	CLIC5;EML2
ATP Biosynthetic Process (GO:0006754)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	SLC25A13
Negative Regulation Of Intracellular Protein Transport (GO:0090317)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	BARD1
Negative Regulation Of Lipid Biosynthetic Process (GO:0051055)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	BRCA1
Regulation Of Glycogen Biosynthetic Process (GO:0005979)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	PASK
Negative Regulation Of Response To Wounding (GO:1903035)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	IL33
Regulation Of Lysosomal Lumen pH (GO:0035751)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	TCIRG1
Negative Regulation Of Transposition (GO:0010529)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	SMYD5
Carbohydrate Biosynthetic Process (GO:0016051)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	B4GALT1
Cardiac Conduction System Development (GO:0003161)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	TBX18
Organophosphate Ester Transport (GO:0015748)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	LDLR
Regulation Of Protein Processing (GO:0070613)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	RHBDD1
Peptide Hormone Secretion (GO:0030072)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	ANXA1
Cellular Response To Hexose Stimulus (GO:0071331)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	PCK2
Sodium Ion Homeostasis (GO:0055078)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	SLC12A2
Sterol Transport (GO:0015918)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	LDLR
Wound Healing, Spreading Of Cells (GO:0044319)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	FLNA
Metanephros Development (GO:0001656)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	SIX1
Regulation Of Biomineral Tissue Development (GO:0070167)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	DDR2
Regulation Of Cell Cycle Phase Transition (GO:1901987)	1/25	0.21934313540927117	0.3958159926796486	0	0	4.204719387755102	6.379055245294434	TFAP4
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	4/246	0.22474353640934658	0.3985063935708758	0	0	1.6752451505159938	2.500798196042916	STING1;FZD4;TLR4;DDR2
Positive Regulation Of Binding (GO:0051099)	2/91	0.22589440146084594	0.3985063935708758	0	0	2.271852492077211	3.3798068702729007	CDT1;STING1
Proteolysis (GO:0006508)	5/330	0.22661244067920588	0.3985063935708758	0	0	1.5607371794871794	2.3169362407130287	FAM111A;MME;CXCR4;CASP2;CTSC
Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	TNS2
L-amino Acid Transport (GO:0015807)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	SLC38A3
Regulation Of Fatty Acid Biosynthetic Process (GO:0042304)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	BRCA1
Regulation Of Interferon-Alpha Production (GO:0032647)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	TLR4
Negative Regulation Of Protein Polymerization (GO:0032272)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	EML2
Regulation Of Myeloid Cell Differentiation (GO:0045637)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	HOXA5
Nuclear Membrane Organization (GO:0071763)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	NEMP1
Camera-Type Eye Development (GO:0043010)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	CEP290
Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903426)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	TLR4
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	CDH6
Regulation Of Transcription By RNA Polymerase III (GO:0006359)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	DDX21
Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	BRCA1
Regulation Of Vasoconstriction (GO:0019229)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	ATP2B1
Response To Glucocorticoid (GO:0051384)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	ANXA1
Spindle Assembly Checkpoint Signaling (GO:0071173)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	KNTC1
Protein Export From Nucleus (GO:0006611)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	CCHCR1
Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	KNTC1
Mitotic Spindle Checkpoint Signaling (GO:0071174)	1/26	0.22704221829557317	0.3985063935708758	0	0	4.036326530612245	5.984335595660677	KNTC1
Sensory Perception Of Sound (GO:0007605)	2/92	0.22952404440185256	0.4023386370009067	0	0	2.2464957264957266	3.306274438529854	CLIC5;EML2
Double-Strand Break Repair (GO:0006302)	3/168	0.23004782255673947	0.402733071177253	0	0	1.8404873477038426	2.7045373861114563	POLA1;RMI2;BRCA1
Brain Development (GO:0007420)	3/169	0.2326478413125535	0.40399672248825086	0	0	1.8293069183952304	2.6675490923901846	ABCB6;CXCR4;PCDH18
Positive Regulation Of Cellular Component Biogenesis (GO:0044089)	2/93	0.23315763029622688	0.40399672248825086	0	0	2.2216962524654833	3.234879787338615	CHAF1B;CDK2
Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)	1/27	0.23466575200912493	0.40399672248825086	0	0	3.8808869701726842	5.62570700950055	EYA4
Peptide Cross-Linking (GO:0018149)	1/27	0.23466575200912493	0.40399672248825086	0	0	3.8808869701726842	5.62570700950055	ANXA1
Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114)	1/27	0.23466575200912493	0.40399672248825086	0	0	3.8808869701726842	5.62570700950055	FZD4
Dorsal/Ventral Pattern Formation (GO:0009953)	1/27	0.23466575200912493	0.40399672248825086	0	0	3.8808869701726842	5.62570700950055	LMX1B
Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429)	1/27	0.23466575200912493	0.40399672248825086	0	0	3.8808869701726842	5.62570700950055	TLR4
Positive Regulation Of Response To Wounding (GO:1903036)	1/27	0.23466575200912493	0.40399672248825086	0	0	3.8808869701726842	5.62570700950055	ANXA1
Myeloid Cell Development (GO:0061515)	1/27	0.23466575200912493	0.40399672248825086	0	0	3.8808869701726842	5.62570700950055	FLNA
Regulation Of SMAD Protein Signal Transduction (GO:0060390)	1/27	0.23466575200912493	0.40399672248825086	0	0	3.8808869701726842	5.62570700950055	SLC2A10
Negative Regulation Of Notch Signaling Pathway (GO:0045746)	1/27	0.23466575200912493	0.40399672248825086	0	0	3.8808869701726842	5.62570700950055	NRARP
Regulation Of Actin Polymerization Or Depolymerization (GO:0008064)	1/27	0.23466575200912493	0.40399672248825086	0	0	3.8808869701726842	5.62570700950055	ARHGAP18
Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077)	1/27	0.23466575200912493	0.40399672248825086	0	0	3.8808869701726842	5.62570700950055	TNS2
Recombinational Repair (GO:0000725)	2/95	0.24043492978553857	0.40915427457674564	0	0	2.173697270471464	3.0981833015435383	RMI2;BRCA1
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)	3/172	0.24047959216524764	0.40915427457674564	0	0	1.796559507106692	2.5603129726170253	CDH6;PCDHB5;PCDHB9
Generation Of Neurons (GO:0048699)	3/172	0.24047959216524764	0.40915427457674564	0	0	1.796559507106692	2.5603129726170253	FZD4;SIX1;LMX1B
Regulation Of Chemotaxis (GO:0050920)	1/28	0.24221447411887465	0.40915427457674564	0	0	3.7369614512471654	5.298756060910102	CXCR4
Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841)	1/28	0.24221447411887465	0.40915427457674564	0	0	3.7369614512471654	5.298756060910102	KNTC1
Negative Regulation Of Signaling (GO:0023057)	1/28	0.24221447411887465	0.40915427457674564	0	0	3.7369614512471654	5.298756060910102	LDLR
Negative Regulation Of Type II Interferon Production (GO:0032689)	1/28	0.24221447411887465	0.40915427457674564	0	0	3.7369614512471654	5.298756060910102	TLR4
Negative Regulation Of Wound Healing (GO:0061045)	1/28	0.24221447411887465	0.40915427457674564	0	0	3.7369614512471654	5.298756060910102	SLC12A2
Apoptotic Cell Clearance (GO:0043277)	1/28	0.24221447411887465	0.40915427457674564	0	0	3.7369614512471654	5.298756060910102	ANXA1
Positive Regulation Of Fibroblast Proliferation (GO:0048146)	1/28	0.24221447411887465	0.40915427457674564	0	0	3.7369614512471654	5.298756060910102	DDR2
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407)	1/28	0.24221447411887465	0.40915427457674564	0	0	3.7369614512471654	5.298756060910102	TLR4
Positive Regulation Of Protein Import Into Nucleus (GO:0042307)	1/28	0.24221447411887465	0.40915427457674564	0	0	3.7369614512471654	5.298756060910102	FLNA
Regulation Of Bone Resorption (GO:0045124)	1/28	0.24221447411887465	0.40915427457674564	0	0	3.7369614512471654	5.298756060910102	TMEM64
Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	1/28	0.24221447411887465	0.40915427457674564	0	0	3.7369614512471654	5.298756060910102	TBX18
Negative Regulation Of Cytoskeleton Organization (GO:0051494)	1/28	0.24221447411887465	0.40915427457674564	0	0	3.7369614512471654	5.298756060910102	LIMA1
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	3/174	0.24572544503831764	0.4145655818668989	0	0	1.775366250678242	2.4917983346878314	PASK;TLR4;LDLR
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	3/175	0.24835526494007668	0.4175942024735286	0	0	1.7649544473747303	2.458396292000708	TRAF3IP2;DDX21;FLNA
Regulation Of Developmental Growth (GO:0048638)	1/29	0.24968911512883088	0.4175942024735286	0	0	3.6033163265306123	4.999740759307304	SIX1
Alpha-Amino Acid Metabolic Process (GO:1901605)	1/29	0.24968911512883088	0.4175942024735286	0	0	3.6033163265306123	4.999740759307304	SLC25A13
Positive Regulation Of Calcium Ion Transport (GO:0051928)	1/29	0.24968911512883088	0.4175942024735286	0	0	3.6033163265306123	4.999740759307304	ATP2B1
Vacuolar Acidification (GO:0007035)	1/29	0.24968911512883088	0.4175942024735286	0	0	3.6033163265306123	4.999740759307304	TCIRG1
mRNA Splice Site Recognition (GO:0006376)	1/29	0.24968911512883088	0.4175942024735286	0	0	3.6033163265306123	4.999740759307304	SF3A2
Negative Regulation Of DNA Binding (GO:0043392)	1/29	0.24968911512883088	0.4175942024735286	0	0	3.6033163265306123	4.999740759307304	TFAP4
Extracellular Matrix Organization (GO:0030198)	3/176	0.25098945545981016	0.41884646948710424	0	0	1.7546630117394673	2.4255485019289065	COL28A1;COL4A2;DDR2
MAPK Cascade (GO:0000165)	2/98	0.25137002508536155	0.41884646948710424	0	0	2.105448717948718	2.9072651149434066	DUSP6;CAMKK2
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	2/98	0.25137002508536155	0.41884646948710424	0	0	2.105448717948718	2.9072651149434066	CHAF1B;TLR4
Cellular Component Assembly (GO:0022607)	4/260	0.25442274105628754	0.42340969746157486	0	0	1.582496761658031	2.16605519834025	LIMA1;TFAP4;KNTC1;PARVB
Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762)	1/30	0.25709039830181823	0.42418342339149445	0	0	3.4788881069669246	4.725469425364806	TLR4
Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)	1/30	0.25709039830181823	0.42418342339149445	0	0	3.4788881069669246	4.725469425364806	GJC1
Positive Regulation Of Interleukin-10 Production (GO:0032733)	1/30	0.25709039830181823	0.42418342339149445	0	0	3.4788881069669246	4.725469425364806	TLR4
Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059)	1/30	0.25709039830181823	0.42418342339149445	0	0	3.4788881069669246	4.725469425364806	ITPR1
Protein Palmitoylation (GO:0018345)	1/30	0.25709039830181823	0.42418342339149445	0	0	3.4788881069669246	4.725469425364806	GLUL
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)	1/30	0.25709039830181823	0.42418342339149445	0	0	3.4788881069669246	4.725469425364806	BRCA1
Regulation Of Calcium-Mediated Signaling (GO:0050848)	1/30	0.25709039830181823	0.42418342339149445	0	0	3.4788881069669246	4.725469425364806	ITPR1
Response To UV (GO:0009411)	2/100	0.25866823004353334	0.42574453491902675	0	0	2.062271062271062	2.7886214980657202	RHBDD1;PRIMPOL
Protein Complex Oligomerization (GO:0051259)	2/100	0.25866823004353334	0.42574453491902675	0	0	2.062271062271062	2.7886214980657202	STING1;PEG10
Visual Perception (GO:0007601)	2/101	0.26231863103680786	0.43099983778833983	0	0	2.0413364413364414	2.7317069644791467	EYA4;EML2
Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144)	1/31	0.2644190399487812	0.43099983778833983	0	0	3.362755102040816	4.4732046355544925	BRCA1
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041)	1/31	0.2644190399487812	0.43099983778833983	0	0	3.362755102040816	4.4732046355544925	BRCA1
Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111)	1/31	0.2644190399487812	0.43099983778833983	0	0	3.362755102040816	4.4732046355544925	EML2
Endodermal Cell Differentiation (GO:0035987)	1/31	0.2644190399487812	0.43099983778833983	0	0	3.362755102040816	4.4732046355544925	COL4A2
Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238)	1/31	0.2644190399487812	0.43099983778833983	0	0	3.362755102040816	4.4732046355544925	TLR4
Toll-Like Receptor Signaling Pathway (GO:0002224)	1/31	0.2644190399487812	0.43099983778833983	0	0	3.362755102040816	4.4732046355544925	TLR4
Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052)	1/31	0.2644190399487812	0.43099983778833983	0	0	3.362755102040816	4.4732046355544925	CTSC
Sensory Perception Of Light Stimulus (GO:0050953)	2/102	0.2659694063085119	0.43248101291179014	0	0	2.020820512820513	2.6763221270380053	EYA4;EML2
Protein Catabolic Process (GO:0030163)	2/102	0.2659694063085119	0.43248101291179014	0	0	2.020820512820513	2.6763221270380053	TCIRG1;CTSC
