Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation Of Response To Oxidative Stress (GO:1902882)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	PINK1
Cellular Response To Fluid Shear Stress (GO:0071498)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	KLF4
Cellular Response To Growth Hormone Stimulus (GO:0071378)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	PXN
Cellular Response To Thyroid Hormone Stimulus (GO:0097067)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	KLF9
Central Nervous System Neuron Axonogenesis (GO:0021955)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	EPHB1
Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	CACNA1C
Central Nervous System Projection Neuron Axonogenesis (GO:0021952)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	EPHB1
Smooth Muscle Cell Differentiation (GO:0051145)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	MRTFB
Epithelial Cell-Cell Adhesion (GO:0090136)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	ITGB5
Ganglion Development (GO:0061548)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	NELL2
Glycerol Metabolic Process (GO:0006071)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	TPI1
Visual Learning (GO:0008542)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	GRIN1
Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	PDK1
Leukotriene D4 Metabolic Process (GO:1901748)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	GGTA1
Lysosomal Microautophagy (GO:0016237)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	ULK2
Magnesium Ion Transport (GO:0015693)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	NIPAL3
Negative Regulation Of RNA Metabolic Process (GO:0051253)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	PTBP2
Negative Regulation Of Amyloid Fibril Formation (GO:1905907)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	CRYAB
Negative Regulation Of Bone Remodeling (GO:0046851)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	SFRP1
Negative Regulation Of Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:1902548)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	CADM4
Negative Regulation Of Heart Contraction (GO:0045822)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	ATP1A2
Negative Regulation Of Leukocyte Apoptotic Process (GO:2000107)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	GAS6
Negative Regulation Of Leukocyte Chemotaxis (GO:0002689)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	DUSP1
Negative Regulation Of Myotube Differentiation (GO:0010832)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	HDAC5
Negative Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900152)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	TOB1
Negative Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010642)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	NDRG4
Negative Regulation Of Vascular Permeability (GO:0043116)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	SH3GL2
Neurotransmitter Biosynthetic Process (GO:0042136)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	GAD1
Organic Cyclic Compound Catabolic Process (GO:1901361)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	ALDH4A1
Polyamine Metabolic Process (GO:0006595)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	SMOX
Positive Regulation Of Myelination (GO:0031643)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	EGR2
Positive Regulation Of Protein Maturation (GO:1903319)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	SOX4
Pyrimidine Nucleobase Metabolic Process (GO:0006206)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	CRMP1
Regulation Of T Cell Apoptotic Process (GO:0070232)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	PRKCQ
Regulation Of T-helper 17 Cell Differentiation (GO:2000319)	1/11	0.2276146413112045	0.45548515013064167	0	0	4.217278617710583	6.24199935225321	NFKBIZ
RNA Transport (GO:0050658)	2/39	0.22880085840670245	0.45548515013064167	0	0	2.2813852813852815	3.3648226064114932	TST;ZFP36L1
Regulation Of Mitochondrial Membrane Potential (GO:0051881)	2/39	0.22880085840670245	0.45548515013064167	0	0	2.2813852813852815	3.3648226064114932	PINK1;RNF122
Anterograde Axonal Transport (GO:0008089)	2/39	0.22880085840670245	0.45548515013064167	0	0	2.2813852813852815	3.3648226064114932	KIF1A;MAPK8IP3
Regulation Of Protein Tyrosine Kinase Activity (GO:0061097)	2/39	0.22880085840670245	0.45548515013064167	0	0	2.2813852813852815	3.3648226064114932	RELN;GAS6
Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543)	2/39	0.22880085840670245	0.45548515013064167	0	0	2.2813852813852815	3.3648226064114932	FLRT2;FGFR3
Negative Regulation Of Mitochondrion Organization (GO:0010823)	2/39	0.22880085840670245	0.45548515013064167	0	0	2.2813852813852815	3.3648226064114932	PINK1;BNIP3
Regulation Of GTPase Activity (GO:0043087)	7/214	0.2300705869450375	0.45758955924743133	0	0	1.4302793898455586	2.1016083646670447	ARHGAP44;SFRP1;RGS16;SRGAP3;EVI5L;RAP1GAP;S100A10
Cholesterol Homeostasis (GO:0042632)	3/72	0.23377857316193076	0.46410654007792895	0	0	1.8359898142035274	2.6683924921280706	GRAMD1B;DGAT2;LCAT
Negative Regulation Of Catabolic Process (GO:0009895)	3/72	0.23377857316193076	0.46410654007792895	0	0	1.8359898142035274	2.6683924921280706	AGAP2;AZIN2;EGFR
Monoatomic Ion Transport (GO:0006811)	4/107	0.2370420257865795	0.4642845712974069	0	0	1.6406078514140987	2.361684253448113	SLC1A2;SLC1A3;SLC8A2;GRIN1
Negative Regulation Of Translation (GO:0017148)	4/107	0.2370420257865795	0.4642845712974069	0	0	1.6406078514140987	2.361684253448113	BTG2;DAPK1;ENC1;TOB1
L-alpha-amino Acid Transmembrane Transport (GO:1902475)	2/40	0.23741135813605221	0.4642845712974069	0	0	2.221234905445432	3.1940490638601498	SLC1A2;SLC1A3
Regulation Of Small Molecule Metabolic Process (GO:0062012)	2/40	0.23741135813605221	0.4642845712974069	0	0	2.221234905445432	3.1940490638601498	PDK2;PDK1
Synaptic Vesicle Endocytosis (GO:0048488)	2/40	0.23741135813605221	0.4642845712974069	0	0	2.221234905445432	3.1940490638601498	STON2;SH3GL2
Negative Regulation Of Cell-Cell Adhesion (GO:0022408)	2/40	0.23741135813605221	0.4642845712974069	0	0	2.221234905445432	3.1940490638601498	NEXMIF;KLF4
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)	2/40	0.23741135813605221	0.4642845712974069	0	0	2.221234905445432	3.1940490638601498	KLF4;ZFP36L1
Positive Regulation Of Catalytic Activity (GO:0043085)	2/40	0.23741135813605221	0.4642845712974069	0	0	2.221234905445432	3.1940490638601498	AZIN2;SLC5A3
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	2/40	0.23741135813605221	0.4642845712974069	0	0	2.221234905445432	3.1940490638601498	PRKCA;ZFP36L1
Positive Regulation Of Stem Cell Population Maintenance (GO:1902459)	2/40	0.23741135813605221	0.4642845712974069	0	0	2.221234905445432	3.1940490638601498	ESRRB;SMARCA2
Sterol Homeostasis (GO:0055092)	3/73	0.2399586187013172	0.4642845712974069	0	0	1.809668422683607	2.582919457990176	GRAMD1B;DGAT2;LCAT
Positive Regulation Of Metabolic Process (GO:0009893)	4/108	0.2420568107937121	0.4642845712974069	0	0	1.6247491638795986	2.30484125886187	KDM6B;MFAP2;LPIN1;GADD45G
Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000341)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	KLF4
acetyl-CoA Biosynthetic Process (GO:0006085)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	ACSS1
Alanine Transport (GO:0032328)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	SLC6A6
Regulation Of Monooxygenase Activity (GO:0032768)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	EGFR
Biogenic Amine Metabolic Process (GO:0006576)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	SLC29A4
Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010640)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	NDRG4
Calcium Ion Import (GO:0070509)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	CACNA1H
Cardiac Right Ventricle Morphogenesis (GO:0003215)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	SOX4
Cell Projection Assembly (GO:0030031)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	RAC3
Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904152)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	BRSK2
Cellular Response To Acidic pH (GO:0071468)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	RAB11FIP5
Cellular Response To Leucine Starvation (GO:1990253)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	SESN3
Response To Interleukin-6 (GO:0070741)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	PTPRT
Detection Of Bacterium (GO:0016045)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	SSC5D
Response To Thyroid Hormone (GO:0097066)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	KLF9
Semaphorin-Plexin Signaling Pathway Involved In Neuron Projection Guidance (GO:1902285)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	NELL2
Endothelium Development (GO:0003158)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	KDM6B
Sphingomyelin Metabolic Process (GO:0006684)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	SMPD3
Steroid Catabolic Process (GO:0006706)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	SPP1
Synaptic Membrane Adhesion (GO:0099560)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	SLITRK2
Fatty Acid Transmembrane Transport (GO:1902001)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	CPT1A
Glucose Import (GO:0046323)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	SLC2A3
Multicellular Organismal-Level Iron Ion Homeostasis (GO:0060586)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	CYBRD1
Negative Regulation By Host Of Viral Transcription (GO:0043922)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	JUN
Negative Regulation Of Cell Cycle Phase Transition (GO:1901988)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	ZFP36L1
Negative Regulation Of Complement Activation (GO:0045916)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	SUSD4
Negative Regulation Of Locomotion (GO:0040013)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	DUSP3
Negative Regulation Of Mononuclear Cell Migration (GO:0071676)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	DUSP1
Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	KANK1
Neutrophil Mediated Immunity (GO:0002446)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	ANXA3
Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	PRKCQ
Positive Regulation Of T-helper Cell Differentiation (GO:0045624)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	NFKBIZ
Positive Regulation Of Calcium-Mediated Signaling (GO:0050850)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	CDH13
Positive Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002888)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	TICAM1
Positive Regulation Of Neuroinflammatory Response (GO:0150078)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	TTBK1
Positive Regulation Of Protein Export From Nucleus (GO:0046827)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	GAS6
Positive Regulation Of Protein Localization To Cell Surface (GO:2000010)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	TMEM35A
Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	PINK1
Positive Regulation Of Sodium Ion Transport (GO:0010765)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	SCN3B
Protein Heterotetramerization (GO:0051290)	1/12	0.24554381708103362	0.4642845712974069	0	0	3.833693304535637	5.383578322629747	GRIN1
Regulation Of Dendrite Development (GO:0050773)	2/41	0.24603822867755432	0.4642845712974069	0	0	2.1641691641691643	3.0347459316062486	SEZ6;BMP7
Regulation Of Heart Rate By Cardiac Conduction (GO:0086091)	2/41	0.24603822867755432	0.4642845712974069	0	0	2.1641691641691643	3.0347459316062486	CACNA1C;SCN3B
Response To Amino Acid Starvation (GO:1990928)	2/41	0.24603822867755432	0.4642845712974069	0	0	2.1641691641691643	3.0347459316062486	SESN3;FAS
Visual System Development (GO:0150063)	2/41	0.24603822867755432	0.4642845712974069	0	0	2.1641691641691643	3.0347459316062486	SMOC1;BMPR1B
Regulation Of mRNA Stability (GO:0043488)	3/74	0.246165750859824	0.4642845712974069	0	0	1.7840884788121354	2.500846356939128	CARHSP1;PRKCA;ZFP36L1
Cellular Response To Salt (GO:1902075)	4/109	0.24709559585817115	0.4656302296731912	0	0	1.609192546583851	2.2496189793191803	ADGRV1;SYT11;CPNE7;CACNA1H
Regulation Of Cold-Induced Thermogenesis (GO:0120161)	5/146	0.25165340183745727	0.4733899656942378	0	0	1.4984007787512168	2.0673473419821193	KDM6B;ARRDC3;MFAP2;LPIN1;GADD45G
Positive Regulation Of Cellular Catabolic Process (GO:0031331)	5/146	0.25165340183745727	0.4733899656942378	0	0	1.4984007787512168	2.0673473419821193	DAPK1;BNIP3;ULK2;PIM2;TICAM1
Regulation Of Fat Cell Differentiation (GO:0045598)	3/75	0.25239770865906225	0.4743754314710061	0	0	1.7592190889370933	2.4220035200599037	SFRP1;SFRP2;ZFP36L1
Cardiac Ventricle Morphogenesis (GO:0003208)	2/42	0.254676088753555	0.4765764721718699	0	0	2.10995670995671	2.885920258338385	SFRP2;SOX4
Cellular Response To Amino Acid Starvation (GO:0034198)	2/42	0.254676088753555	0.4765764721718699	0	0	2.10995670995671	2.885920258338385	SESN3;FAS
Collagen Fibril Organization (GO:0030199)	2/42	0.254676088753555	0.4765764721718699	0	0	2.10995670995671	2.885920258338385	COL11A1;COL12A1
Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427)	2/42	0.254676088753555	0.4765764721718699	0	0	2.10995670995671	2.885920258338385	AKAP6;GRIN1
Regulation Of Axonogenesis (GO:0050770)	2/42	0.254676088753555	0.4765764721718699	0	0	2.10995670995671	2.885920258338385	BRSK2;RUFY3
Regulation Of Cell Cycle (GO:0051726)	9/298	0.25697163395000927	0.4790060890003572	0	0	1.3173352598958135	1.7899814164956136	SFRP1;AFAP1L2;JUN;JUND;CDKN2A;PIM2;BMP7;GADD45G;RHOB
Mitotic Cell Cycle Phase Transition (GO:0044772)	4/111	0.2572403014824972	0.4790060890003572	0	0	1.5789516456724908	2.143813079615561	BRSK2;CCND2;CCNG2;PIM2
Positive Regulation Of Protein Secretion (GO:0050714)	3/76	0.2586522674411973	0.4790060890003572	0	0	1.7350310522093126	2.346231683470672	UNC13B;APBB1;SOX4
Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900)	4/112	0.26234380792423195	0.4790060890003572	0	0	1.5642512077294686	2.0931235891769613	CCND2;CDKN2A;CCNG2;SLC8A2
ATP Transport (GO:0015867)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	SLC25A25
ERBB2 Signaling Pathway (GO:0038128)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	EGFR
Regulation Of Humoral Immune Response (GO:0002920)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	SUSD4
Regulation Of Immune Effector Process (GO:0002697)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	SUSD4
T Cell Differentiation In Thymus (GO:0033077)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	ZFP36L1
acyl-CoA Biosynthetic Process (GO:0071616)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	ACSS1
Branching Involved In Blood Vessel Morphogenesis (GO:0001569)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	SFRP2
Cardiac Left Ventricle Morphogenesis (GO:0003214)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	SFRP2
Cardiocyte Differentiation (GO:0035051)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	KDM6B
Regulation Of Response To Stress (GO:0080134)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	CORO2B
Response To UV-A (GO:0070141)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	EGFR
Response To Chemokine (GO:1990868)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	DUSP1
Endothelial Cell Differentiation (GO:0045446)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	KDM6B
Inhibitory Synapse Assembly (GO:1904862)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	SRGAP3
Membrane Depolarization (GO:0051899)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	SCN3B
ncRNA Transcription (GO:0098781)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	ZFP36L1
Negative Regulation Of Myoblast Differentiation (GO:0045662)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	SOX4
Negative Regulation Of Neuroinflammatory Response (GO:0150079)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	SYT11
Positive Regulation Of Brown Fat Cell Differentiation (GO:0090336)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	FNDC5
Positive Regulation Of Cyclase Activity (GO:0031281)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	CACNA1C
Positive Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901018)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	ATP1B1
Protein Hydroxylation (GO:0018126)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	P3H2
Regulation Of T-helper 17 Type Immune Response (GO:2000316)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	PRKCQ
Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000479)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	PKIA
Regulation Of Cell Projection Organization (GO:0031344)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	NTNG2
Regulation Of Cellular Ketone Metabolic Process (GO:0010565)	1/13	0.26305768345996694	0.4790060890003572	0	0	3.514038876889849	4.69258406006518	PDK2
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)	2/43	0.26331979706664616	0.4790060890003572	0	0	2.058388765705839	2.7466852072043837	PDCD4;GAS6
Response To Amyloid-Beta (GO:1904645)	2/43	0.26331979706664616	0.4790060890003572	0	0	2.058388765705839	2.7466852072043837	ATP1A3;GRIN1
Regulation Of Cell-Cell Adhesion (GO:0022407)	2/43	0.26331979706664616	0.4790060890003572	0	0	2.058388765705839	2.7466852072043837	TENM3;MDGA1
Chloride Transport (GO:0006821)	3/77	0.26492723968348253	0.4807111465420357	0	0	1.7114967462039046	2.2733812271271536	SLC4A8;TTYH1;SLC1A3
Embryonic Organ Development (GO:0048568)	3/77	0.26492723968348253	0.4807111465420357	0	0	1.7114967462039046	2.2733812271271536	NDRG4;WNT7B;ESRRB
Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)	3/77	0.26492723968348253	0.4807111465420357	0	0	1.7114967462039046	2.2733812271271536	VASH1;THBS2;KLF4
Cellular Response To Nutrient Levels (GO:0031669)	3/78	0.2712204755007117	0.49014829449194797	0	0	1.688590021691974	2.2033114797183537	SFRP1;KCNB1;PDK2
Regulation Of Insulin Receptor Signaling Pathway (GO:0046626)	2/44	0.27196444393451197	0.49014829449194797	0	0	2.0092764378478662	2.616246584880927	KANK1;PRKCQ
Extracellular Matrix Disassembly (GO:0022617)	2/44	0.27196444393451197	0.49014829449194797	0	0	2.0092764378478662	2.616246584880927	MMP14;ADAM15
Positive Regulation Of Biosynthetic Process (GO:0009891)	2/44	0.27196444393451197	0.49014829449194797	0	0	2.0092764378478662	2.616246584880927	SLC5A3;GRIN1
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	2/44	0.27196444393451197	0.49014829449194797	0	0	2.0092764378478662	2.616246584880927	GNAO1;PRKCQ
Regulation Of Cell-Substrate Adhesion (GO:0010810)	2/44	0.27196444393451197	0.49014829449194797	0	0	2.0092764378478662	2.616246584880927	NPNT;CORO2B
Response To Insulin (GO:0032868)	3/79	0.27752986356739323	0.49014829449194797	0	0	1.666286105719831	2.135890078682016	HDAC5;LPIN1;ZFP36L1
Positive Regulation Of Cytoskeleton Organization (GO:0051495)	3/79	0.27752986356739323	0.49014829449194797	0	0	1.666286105719831	2.135890078682016	CARMIL1;SYNPO;SORBS3
Positive Regulation Of Endocytosis (GO:0045807)	3/79	0.27752986356739323	0.49014829449194797	0	0	1.666286105719831	2.135890078682016	CLIP3;TUB;GAS6
Chromatin Remodeling (GO:0006338)	7/228	0.2793188536961867	0.49014829449194797	0	0	1.3387031297959346	1.7073837186442975	KDM6B;PER1;KDM5B;HDAC5;SATB1;DPF3;SMARCA2
Regulation Of Establishment Of Protein Localization (GO:0070201)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	CORO2B
Regulation Of Extracellular Matrix Disassembly (GO:0010715)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	DDR1
MHC Class II Protein Complex Assembly (GO:0002399)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	GNAO1
Regulation Of Macrophage Differentiation (GO:0045649)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	PRKCA
Regulation Of Neuron Projection Arborization (GO:0150011)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	NTNG2
Detection Of Mechanical Stimulus Involved In Sensory Perception (GO:0050974)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	COL11A1
Endoderm Development (GO:0007492)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	DUSP1
Smooth Muscle Contraction (GO:0006939)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	APBB1
Striated Muscle Cell Development (GO:0055002)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	TMOD1
Striated Muscle Tissue Development (GO:0014706)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	BMP7
Establishment Of Spindle Localization (GO:0051293)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	MAP4
Glucosamine-Containing Compound Metabolic Process (GO:1901071)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	MGAT3
Membrane Raft Organization (GO:0031579)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	S100A10
Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	ATP1B1
Monosaccharide Transmembrane Transport (GO:0015749)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	SLC5A3
Negative Regulation Of Androgen Receptor Signaling Pathway (GO:0060766)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	SFRP1
Negative Regulation Of Receptor Signaling Pathway Via STAT (GO:1904893)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	PTPRT
Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	NDRG4
Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	GNAO1
Positive Regulation Of Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002824)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	PRKCQ
Positive Regulation Of Exosomal Secretion (GO:1903543)	1/14	0.28016584022947394	0.49014829449194797	0	0	3.243562053497259	4.127022612046882	SMPD3
